employee_id,department,region,education,gender,recruitment_channel,no_of_trainings,age,previous_year_rating,length_of_service,awards_won?,avg_training_score,is_promoted,awards_won_flag,training_score_bucket,education_encoded,tenure_ratio
32557,Analytics,region_20,Bachelor's,m,sourcing,1,30,3.0,4,0,84,0,0,very_high,1,0.10810810810810811
43396,Operations,region_22,Bachelor's,m,sourcing,2,37,2.0,4,0,57,1,0,medium,1,0.10810810810810811
24414,R&D,region_2,Bachelor's,m,other,1,25,0.0,1,0,76,0,0,high,1,0.02702702702702703
63237,Technology,region_22,Bachelor's,m,referred,1,26,4.0,2,0,82,0,0,very_high,1,0.05405405405405406
32838,Technology,region_7,Bachelor's,m,other,1,31,4.0,4,0,78,0,0,high,1,0.10810810810810811
23003,Technology,region_14,Bachelor's,f,other,1,38,5.0,7,0,82,0,0,very_high,1,0.1891891891891892
45198,Sales & Marketing,region_13,Bachelor's,m,other,1,39,4.0,9,0,49,0,0,medium,1,0.24324324324324326
40376,Sales & Marketing,region_4,Bachelor's,m,other,1,30,5.0,4,1,50,0,1,medium,1,0.10810810810810811
60176,Procurement,region_15,Master's & above,f,other,1,34,5.0,8,0,67,0,0,high,2,0.21621621621621623
67652,Procurement,region_23,Master's & above,f,other,1,33,3.0,5,0,72,0,0,high,2,0.13513513513513514
15476,Technology,region_2,Bachelor's,f,other,1,29,5.0,3,0,78,0,0,high,1,0.08108108108108109
55811,Operations,region_2,Bachelor's,m,sourcing,1,28,4.0,2,0,61,0,0,high,1,0.05405405405405406
15737,Finance,region_22,Bachelor's,m,sourcing,1,24,0.0,1,0,56,0,0,medium,1,0.02702702702702703
10058,Analytics,region_22,Bachelor's,m,other,2,26,4.0,2,0,87,0,0,very_high,1,0.05405405405405406
73435,Legal,region_22,Bachelor's,m,sourcing,1,34,5.0,4,0,64,0,0,high,1,0.10810810810810811
51255,Sales & Marketing,region_27,Bachelor's,m,sourcing,1,35,3.0,7,0,46,0,0,medium,1,0.1891891891891892
70060,Technology,region_13,Master's & above,m,other,1,43,3.0,14,0,79,0,0,high,2,0.3783783783783784
51473,Sales & Marketing,region_15,Bachelor's,m,other,1,34,1.0,8,0,39,0,0,low,1,0.21621621621621623
71904,Technology,region_7,Master's & above,f,other,2,38,3.0,10,0,88,0,0,very_high,2,0.2702702702702703
76080,Operations,region_7,Bachelor's,f,other,1,34,1.0,5,0,54,0,0,medium,1,0.13513513513513514
33357,Operations,region_22,Bachelor's,m,sourcing,1,41,4.0,4,0,63,0,0,high,1,0.10810810810810811
53502,Finance,region_7,Bachelor's,m,sourcing,2,29,1.0,4,0,61,0,0,high,1,0.10810810810810811
26409,Operations,region_2,Bachelor's,m,other,1,33,4.0,3,0,61,0,0,high,1,0.08108108108108109
59608,Sales & Marketing,region_2,Master's & above,f,other,1,41,4.0,5,0,48,0,0,medium,2,0.13513513513513514
28687,Operations,region_2,Master's & above,m,other,3,38,3.0,11,0,57,0,0,medium,2,0.2972972972972973
34312,Procurement,region_2,Master's & above,f,other,2,54,4.0,23,0,66,0,0,high,2,0.6216216216216216
11438,Sales & Marketing,region_13,Master's & above,f,sourcing,2,34,2.0,8,0,49,0,0,medium,2,0.21621621621621623
11794,R&D,region_2,Bachelor's,m,other,2,26,5.0,3,0,87,0,0,very_high,1,0.08108108108108109
48756,Operations,region_7,Bachelor's,f,sourcing,1,35,5.0,3,0,59,0,0,medium,1,0.08108108108108109
35873,Legal,region_2,Below Secondary,m,other,1,28,0.0,1,0,62,0,0,high,0,0.02702702702702703
13970,Operations,region_33,Master's & above,m,other,1,36,3.0,4,0,60,0,0,medium,2,0.10810810810810811
49868,Technology,region_5,Bachelor's,m,other,1,45,3.0,15,0,87,0,0,very_high,1,0.40540540540540543
25261,Procurement,region_7,Master's & above,m,other,1,38,4.0,7,0,66,0,0,high,2,0.1891891891891892
44536,Sales & Marketing,region_27,Bachelor's,f,other,1,26,2.0,4,0,47,0,0,medium,1,0.10810810810810811
55550,Analytics,region_27,Bachelor's,m,sourcing,1,31,3.0,4,0,85,0,0,very_high,1,0.10810810810810811
27989,Analytics,region_34,Bachelor's,m,sourcing,1,32,3.0,7,0,87,0,0,very_high,1,0.1891891891891892
12598,Analytics,region_6,Bachelor's,m,sourcing,1,29,4.0,4,0,78,0,0,high,1,0.10810810810810811
32877,Sales & Marketing,region_2,Bachelor's,f,other,1,40,3.0,12,0,50,0,0,medium,1,0.32432432432432434
30682,Technology,region_2,Bachelor's,m,referred,2,29,4.0,6,0,75,0,0,high,1,0.16216216216216217
1829,Analytics,region_28,Bachelor's,m,other,2,31,5.0,7,0,87,0,0,very_high,1,0.1891891891891892
2177,Finance,region_16,Bachelor's,m,other,1,32,5.0,6,0,58,0,0,medium,1,0.16216216216216217
51771,Operations,region_17,Bachelor's,m,other,1,42,5.0,11,0,67,0,0,high,1,0.2972972972972973
26026,Procurement,region_15,Bachelor's,f,sourcing,1,30,5.0,3,0,65,0,0,high,1,0.08108108108108109
64977,Procurement,region_16,Bachelor's,f,other,1,24,3.0,2,0,70,0,0,high,1,0.05405405405405406
44585,Sales & Marketing,region_30,Bachelor's,m,sourcing,1,35,3.0,7,0,56,0,0,medium,1,0.1891891891891892
43562,Technology,region_5,Bachelor's,f,sourcing,2,32,1.0,3,0,80,0,0,high,1,0.08108108108108109
56287,HR,region_2,Bachelor's,f,sourcing,1,22,3.0,2,0,47,0,0,medium,1,0.05405405405405406
19100,Sales & Marketing,region_2,Bachelor's,m,sourcing,2,44,5.0,14,0,48,0,0,medium,1,0.3783783783783784
58203,Operations,region_16,Bachelor's,m,other,2,39,3.0,9,0,58,0,0,medium,1,0.24324324324324326
12504,Technology,region_7,Bachelor's,f,other,1,46,4.0,17,0,85,0,0,very_high,1,0.4594594594594595
49126,Technology,region_15,Bachelor's,m,other,1,29,2.0,5,0,77,0,0,high,1,0.13513513513513514
66469,Finance,region_7,Bachelor's,m,other,1,26,1.0,3,0,59,0,0,medium,1,0.08108108108108109
53350,Operations,region_23,Bachelor's,m,other,1,35,4.0,5,0,61,0,0,high,1,0.13513513513513514
22031,Procurement,region_2,Bachelor's,f,other,1,29,4.0,2,0,95,1,0,very_high,1,0.05405405405405406
36185,Technology,region_13,Bachelor's,m,sourcing,1,30,2.0,9,0,79,0,0,high,1,0.24324324324324326
58415,Sales & Marketing,region_7,Bachelor's,m,other,1,45,4.0,5,0,50,0,0,medium,1,0.13513513513513514
71763,Sales & Marketing,region_15,Bachelor's,f,other,1,30,1.0,6,0,47,0,0,medium,1,0.16216216216216217
62742,Finance,region_32,Bachelor's,m,sourcing,1,28,2.0,4,0,59,0,0,medium,1,0.10810810810810811
33619,Technology,region_2,Master's & above,m,sourcing,1,46,5.0,10,0,76,0,0,high,2,0.2702702702702703
41212,Procurement,region_7,Bachelor's,m,sourcing,1,27,2.0,2,0,69,0,0,high,1,0.05405405405405406
40204,Sales & Marketing,region_11,Bachelor's,m,sourcing,1,34,2.0,5,0,47,0,0,medium,1,0.13513513513513514
59131,Analytics,region_19,Bachelor's,m,sourcing,2,32,5.0,3,0,86,0,0,very_high,1,0.08108108108108109
12559,Operations,region_22,Bachelor's,f,other,1,35,5.0,10,0,63,0,0,high,1,0.2702702702702703
30433,Procurement,region_27,Bachelor's,m,other,1,36,4.0,3,0,66,0,0,high,1,0.08108108108108109
13150,Procurement,region_2,Master's & above,f,other,1,58,1.0,13,0,70,0,0,high,2,0.35135135135135137
9616,Finance,region_31,Bachelor's,m,other,1,29,4.0,4,0,57,0,0,medium,1,0.10810810810810811
26563,Procurement,region_2,Bachelor's,f,referred,1,33,3.0,3,0,67,0,0,high,1,0.08108108108108109
38331,Operations,region_16,Bachelor's,f,other,1,32,5.0,6,0,62,0,0,high,1,0.16216216216216217
18651,Legal,region_22,Below Secondary,m,other,1,25,5.0,2,0,59,0,0,medium,0,0.05405405405405406
45004,Procurement,region_13,Bachelor's,m,other,4,41,2.0,9,0,68,0,0,high,1,0.24324324324324326
11892,Procurement,region_12,Bachelor's,f,other,1,25,0.0,1,0,69,0,0,high,1,0.02702702702702703
16859,Analytics,region_2,Master's & above,m,other,1,50,1.0,7,1,79,0,1,high,2,0.1891891891891892
26107,Sales & Marketing,region_26,Bachelor's,m,other,1,30,1.0,7,0,53,0,0,medium,1,0.1891891891891892
22511,Technology,region_24,Bachelor's,m,sourcing,1,28,0.0,1,0,81,0,0,very_high,1,0.02702702702702703
22865,Analytics,region_20,Master's & above,m,other,1,40,5.0,5,1,83,1,1,very_high,2,0.13513513513513514
67467,Finance,region_2,Below Secondary,f,other,1,26,3.0,2,0,61,0,0,high,0,0.05405405405405406
2268,Technology,region_13,Bachelor's,m,other,1,35,5.0,8,0,81,0,0,very_high,1,0.21621621621621623
33517,Sales & Marketing,region_7,Master's & above,m,other,1,37,3.0,7,0,52,0,0,medium,2,0.1891891891891892
27605,Operations,region_22,Master's & above,m,other,1,34,3.0,3,0,75,1,0,high,2,0.08108108108108109
69349,Operations,region_8,Bachelor's,m,sourcing,1,25,3.0,2,0,57,0,0,medium,1,0.05405405405405406
45496,Sales & Marketing,region_2,Bachelor's,m,other,1,22,5.0,2,0,62,1,0,high,1,0.05405405405405406
66262,Procurement,region_2,Bachelor's,f,other,2,26,5.0,2,0,68,1,0,high,1,0.05405405405405406
55425,Technology,region_2,Bachelor's,f,other,1,31,4.0,7,0,80,0,0,high,1,0.1891891891891892
29543,Finance,region_2,Bachelor's,m,sourcing,4,31,5.0,3,0,60,0,0,medium,1,0.08108108108108109
36547,Analytics,region_25,Bachelor's,m,sourcing,1,32,3.0,6,0,86,0,0,very_high,1,0.16216216216216217
11205,Sales & Marketing,region_19,Bachelor's,m,sourcing,1,36,5.0,8,0,48,0,0,medium,1,0.21621621621621623
469,Technology,region_2,Bachelor's,f,sourcing,1,57,3.0,19,0,81,0,0,very_high,1,0.5135135135135135
44703,Sales & Marketing,region_2,Bachelor's,f,sourcing,1,42,4.0,9,0,51,0,0,medium,1,0.24324324324324326
14847,Sales & Marketing,region_20,Bachelor's,m,other,1,28,3.0,3,0,48,0,0,medium,1,0.08108108108108109
43689,Analytics,region_12,Bachelor's,m,sourcing,2,33,4.0,3,0,86,0,0,very_high,1,0.08108108108108109
72157,Analytics,region_2,Bachelor's,m,sourcing,1,41,3.0,3,0,86,0,0,very_high,1,0.08108108108108109
74579,Operations,region_2,Below Secondary,m,other,2,26,0.0,1,0,61,0,0,high,0,0.02702702702702703
51544,Procurement,region_12,Bachelor's,f,other,1,32,5.0,5,1,84,1,1,very_high,1,0.13513513513513514
5128,Operations,region_2,Bachelor's,m,other,1,48,3.0,8,0,57,0,0,medium,1,0.21621621621621623
37952,Operations,region_26,Master's & above,m,other,1,41,3.0,7,0,58,0,0,medium,2,0.1891891891891892
39914,Technology,region_2,Master's & above,m,other,1,31,5.0,4,0,82,0,0,very_high,2,0.10810810810810811
74332,Sales & Marketing,region_26,Bachelor's,m,other,1,37,4.0,5,0,54,0,0,medium,1,0.13513513513513514
42886,Analytics,region_29,Bachelor's,m,other,1,30,1.0,4,0,84,0,0,very_high,1,0.10810810810810811
53988,Finance,region_2,Below Secondary,m,other,1,26,5.0,2,0,60,0,0,medium,0,0.05405405405405406
49775,Sales & Marketing,region_13,Bachelor's,m,sourcing,1,44,5.0,11,0,42,0,0,medium,1,0.2972972972972973
66965,Operations,region_7,Bachelor's,f,sourcing,1,44,3.0,10,0,60,0,0,medium,1,0.2702702702702703
70197,R&D,region_22,Master's & above,m,other,1,30,4.0,2,0,96,1,0,very_high,2,0.05405405405405406
66210,Operations,region_22,Below Secondary,m,other,1,24,3.0,2,0,59,0,0,medium,0,0.05405405405405406
71008,Sales & Marketing,region_27,Bachelor's,m,other,1,40,1.0,10,0,49,0,0,medium,1,0.2702702702702703
52132,Technology,region_11,Master's & above,m,other,1,32,3.0,5,0,80,0,0,high,2,0.13513513513513514
72604,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,40,5.0,7,0,53,0,0,medium,1,0.1891891891891892
66802,Technology,region_7,Below Secondary,f,other,2,24,4.0,3,0,78,0,0,high,0,0.08108108108108109
55730,Sales & Marketing,region_26,Bachelor's,m,other,1,45,4.0,15,0,64,1,0,high,1,0.40540540540540543
8284,Sales & Marketing,region_2,Bachelor's,f,other,1,34,5.0,5,0,60,1,0,medium,1,0.13513513513513514
69715,Operations,region_2,Bachelor's,f,other,1,58,4.0,18,0,60,0,0,medium,1,0.4864864864864865
36117,Technology,region_24,Bachelor's,m,sourcing,1,35,3.0,7,0,82,0,0,very_high,1,0.1891891891891892
56139,Sales & Marketing,region_16,Bachelor's,m,other,1,24,4.0,2,0,51,0,0,medium,1,0.05405405405405406
15924,Sales & Marketing,region_23,Bachelor's,m,other,1,35,2.0,8,0,48,0,0,medium,1,0.21621621621621623
41776,Technology,region_23,Bachelor's,m,sourcing,1,31,1.0,2,0,81,0,0,very_high,1,0.05405405405405406
25949,Operations,region_29,Bachelor's,m,other,1,33,3.0,5,0,60,0,0,medium,1,0.13513513513513514
51509,HR,region_2,Master's & above,f,sourcing,1,44,3.0,14,0,47,0,0,medium,2,0.3783783783783784
36936,Sales & Marketing,region_28,Bachelor's,m,other,1,24,2.0,2,0,52,1,0,medium,1,0.05405405405405406
25572,Procurement,region_2,Bachelor's,m,other,2,34,2.0,10,0,69,0,0,high,1,0.2702702702702703
11337,Sales & Marketing,region_22,Bachelor's,m,sourcing,1,37,5.0,2,0,54,0,0,medium,1,0.05405405405405406
34965,Operations,region_26,Bachelor's,m,other,2,31,3.0,4,0,63,0,0,high,1,0.10810810810810811
38318,Procurement,region_19,Bachelor's,m,other,1,32,3.0,8,0,69,0,0,high,1,0.21621621621621623
60969,Operations,region_2,Bachelor's,f,other,1,33,5.0,7,0,57,0,0,medium,1,0.1891891891891892
72765,Operations,region_2,Bachelor's,f,sourcing,1,53,3.0,11,0,57,0,0,medium,1,0.2972972972972973
16951,Operations,region_22,Bachelor's,m,sourcing,2,37,5.0,4,0,57,0,0,medium,1,0.10810810810810811
54416,Sales & Marketing,region_15,Bachelor's,m,sourcing,1,30,2.0,5,0,49,0,0,medium,1,0.13513513513513514
4585,Analytics,region_15,Bachelor's,m,sourcing,1,35,5.0,3,0,81,0,0,very_high,1,0.08108108108108109
64140,Technology,region_11,Bachelor's,m,sourcing,1,32,3.0,4,0,80,0,0,high,1,0.10810810810810811
35746,Operations,region_15,Bachelor's,m,sourcing,1,45,3.0,9,0,61,0,0,high,1,0.24324324324324326
6587,Procurement,region_13,Bachelor's,m,other,1,29,0.0,1,0,69,0,0,high,1,0.02702702702702703
1901,Sales & Marketing,region_4,Bachelor's,m,sourcing,2,31,3.0,4,0,53,0,0,medium,1,0.10810810810810811
56849,Technology,region_15,Bachelor's,m,sourcing,2,34,3.0,8,0,80,0,0,high,1,0.21621621621621623
56233,Analytics,region_22,Bachelor's,f,other,1,24,0.0,1,0,86,0,0,very_high,1,0.02702702702702703
15844,Operations,region_3,Master's & above,f,other,1,31,5.0,7,0,59,0,0,medium,2,0.1891891891891892
1497,Sales & Marketing,region_10,Master's & above,f,other,1,37,3.0,6,0,47,0,0,medium,2,0.16216216216216217
11488,Sales & Marketing,region_7,Master's & above,m,other,1,42,3.0,12,0,48,0,0,medium,2,0.32432432432432434
59616,Procurement,region_4,Master's & above,m,other,1,40,3.0,6,0,72,0,0,high,2,0.16216216216216217
9002,Operations,region_2,Bachelor's,m,sourcing,1,37,5.0,5,0,64,0,0,high,1,0.13513513513513514
63753,Operations,region_22,Bachelor's,m,other,1,50,3.0,8,0,57,0,0,medium,1,0.21621621621621623
9192,Operations,region_21,Bachelor's,m,other,1,28,0.0,1,0,61,0,0,high,1,0.02702702702702703
30143,HR,region_2,Master's & above,f,referred,1,57,3.0,13,0,53,0,0,medium,2,0.35135135135135137
23360,Sales & Marketing,region_28,Master's & above,m,other,2,42,2.0,10,0,46,0,0,medium,2,0.2702702702702703
53301,Operations,region_2,Master's & above,m,sourcing,1,34,3.0,8,0,61,0,0,high,2,0.21621621621621623
29073,Operations,region_2,Bachelor's,f,sourcing,1,34,5.0,8,0,54,0,0,medium,1,0.21621621621621623
36460,Operations,region_13,Bachelor's,m,other,1,29,0.0,1,0,62,0,0,high,1,0.02702702702702703
3171,Operations,region_4,Master's & above,f,referred,1,32,4.0,7,0,59,0,0,medium,2,0.1891891891891892
55062,Operations,region_7,Bachelor's,f,sourcing,1,27,5.0,2,0,61,0,0,high,1,0.05405405405405406
64798,Analytics,region_22,Bachelor's,m,other,3,30,0.0,1,0,83,0,0,very_high,1,0.02702702702702703
7908,Technology,region_33,Master's & above,m,other,1,46,3.0,17,0,83,0,0,very_high,2,0.4594594594594595
70048,Sales & Marketing,region_1,Master's & above,m,other,1,37,3.0,10,0,49,1,0,medium,2,0.2702702702702703
63757,Sales & Marketing,region_2,Bachelor's,f,sourcing,1,48,4.0,13,0,52,0,0,medium,1,0.35135135135135137
19046,Technology,region_2,Bachelor's,m,other,1,40,5.0,12,0,84,0,0,very_high,1,0.32432432432432434
37427,Technology,region_20,Bachelor's,m,other,1,32,3.0,6,0,73,0,0,high,1,0.16216216216216217
58138,Sales & Marketing,region_20,Bachelor's,m,other,1,33,1.0,7,0,48,0,0,medium,1,0.1891891891891892
68064,Procurement,region_23,Bachelor's,f,other,1,35,3.0,6,0,66,0,0,high,1,0.16216216216216217
6711,Sales & Marketing,region_6,Bachelor's,m,sourcing,1,23,3.0,2,0,51,0,0,medium,1,0.05405405405405406
51002,Analytics,region_15,Master's & above,m,other,1,32,3.0,4,0,86,0,0,very_high,2,0.10810810810810811
5132,Operations,region_2,Bachelor's,m,sourcing,4,31,3.0,6,0,59,0,0,medium,1,0.16216216216216217
15801,Operations,region_26,Bachelor's,f,other,1,40,4.0,13,0,60,0,0,medium,1,0.35135135135135137
47265,Procurement,region_2,Master's & above,m,other,1,43,2.0,7,0,70,0,0,high,2,0.1891891891891892
26798,Operations,region_32,Master's & above,m,other,1,38,3.0,6,0,60,0,0,medium,2,0.16216216216216217
72203,Sales & Marketing,region_7,Bachelor's,m,other,1,36,5.0,8,0,49,0,0,medium,1,0.21621621621621623
46862,Procurement,region_7,Master's & above,m,other,1,49,5.0,20,0,65,0,0,high,2,0.5405405405405406
75629,Sales & Marketing,region_22,Bachelor's,f,sourcing,1,32,1.0,4,0,50,0,0,medium,1,0.10810810810810811
10452,Analytics,region_2,Bachelor's,m,other,2,26,3.0,2,0,91,0,0,very_high,1,0.05405405405405406
37017,Analytics,region_7,Bachelor's,m,sourcing,1,55,3.0,18,0,87,0,0,very_high,1,0.4864864864864865
76427,HR,region_22,Master's & above,f,other,1,35,3.0,5,0,50,0,0,medium,2,0.13513513513513514
46925,Operations,region_9,Master's & above,f,other,1,36,4.0,6,0,59,0,0,medium,2,0.16216216216216217
43828,Sales & Marketing,region_30,Bachelor's,m,other,1,29,5.0,4,0,45,0,0,medium,1,0.10810810810810811
58383,Procurement,region_4,Bachelor's,m,other,1,46,3.0,19,0,72,0,0,high,1,0.5135135135135135
20660,R&D,region_27,Bachelor's,m,sourcing,2,30,3.0,4,0,84,0,0,very_high,1,0.10810810810810811
46166,Sales & Marketing,region_2,Bachelor's,m,other,1,51,5.0,19,0,40,0,0,low,1,0.5135135135135135
11123,Sales & Marketing,region_29,Master's & above,m,other,1,37,3.0,7,0,54,0,0,medium,2,0.1891891891891892
67946,Analytics,region_32,Bachelor's,m,other,1,27,3.0,2,0,88,0,0,very_high,1,0.05405405405405406
41763,Sales & Marketing,region_26,Bachelor's,m,other,1,43,1.0,4,0,49,0,0,medium,1,0.10810810810810811
40628,HR,region_32,Bachelor's,f,other,1,31,3.0,7,0,51,0,0,medium,1,0.1891891891891892
61482,Operations,region_7,Master's & above,f,sourcing,2,38,4.0,9,0,65,0,0,high,2,0.24324324324324326
63083,Sales & Marketing,region_2,Master's & above,f,other,1,43,1.0,10,0,45,0,0,medium,2,0.2702702702702703
33789,Technology,region_7,Bachelor's,m,sourcing,3,29,3.0,4,0,81,0,0,very_high,1,0.10810810810810811
3540,Technology,region_22,Master's & above,f,sourcing,1,30,3.0,2,0,79,0,0,high,2,0.05405405405405406
51292,HR,region_2,Bachelor's,f,other,1,49,5.0,22,0,50,0,0,medium,1,0.5945945945945946
137,Analytics,region_7,Master's & above,m,other,1,49,4.0,5,0,90,0,0,very_high,2,0.13513513513513514
73204,Sales & Marketing,region_7,Master's & above,m,sourcing,1,36,2.0,5,0,48,0,0,medium,2,0.13513513513513514
73753,Procurement,region_10,Master's & above,m,sourcing,1,33,1.0,3,0,71,0,0,high,2,0.08108108108108109
49737,Sales & Marketing,region_22,Master's & above,m,other,3,52,3.0,25,0,49,0,0,medium,2,0.6756756756756757
22462,Sales & Marketing,region_32,Bachelor's,f,other,1,29,0.0,1,0,53,0,0,medium,1,0.02702702702702703
36905,Operations,region_7,Bachelor's,m,other,1,37,3.0,11,0,56,0,0,medium,1,0.2972972972972973
16004,Finance,region_22,Below Secondary,m,other,1,25,3.0,3,0,61,0,0,high,0,0.08108108108108109
10002,HR,region_2,Below Secondary,m,sourcing,1,24,0.0,1,0,52,0,0,medium,0,0.02702702702702703
43176,Technology,region_7,Master's & above,f,referred,1,37,4.0,13,0,79,0,0,high,2,0.35135135135135137
12538,Operations,region_14,Bachelor's,m,other,1,35,5.0,10,0,59,1,0,medium,1,0.2702702702702703
56140,Technology,region_13,Bachelor's,f,other,1,33,3.0,4,0,76,1,0,high,1,0.10810810810810811
71196,Procurement,region_2,Bachelor's,f,sourcing,1,33,5.0,9,0,71,0,0,high,1,0.24324324324324326
57893,Technology,region_2,Bachelor's,f,other,1,59,3.0,28,0,78,0,0,high,1,0.7567567567567568
5640,Analytics,region_2,Bachelor's,m,sourcing,1,29,0.0,1,0,88,0,0,very_high,1,0.02702702702702703
41208,Operations,region_2,Bachelor's,f,other,1,38,2.0,8,0,59,0,0,medium,1,0.21621621621621623
55857,Operations,region_2,Bachelor's,m,sourcing,1,48,4.0,13,0,57,0,0,medium,1,0.35135135135135137
27907,Legal,region_11,Bachelor's,m,other,1,31,3.0,1,0,62,0,0,high,1,0.02702702702702703
5933,Technology,region_5,Master's & above,f,sourcing,1,32,1.0,5,0,77,0,0,high,2,0.13513513513513514
44678,Procurement,region_22,Bachelor's,m,other,3,24,3.0,2,0,63,0,0,high,1,0.05405405405405406
48266,Technology,region_7,Master's & above,m,sourcing,2,37,5.0,5,0,77,0,0,high,2,0.13513513513513514
46639,Sales & Marketing,region_7,Bachelor's,f,sourcing,1,32,5.0,8,0,46,1,0,medium,1,0.21621621621621623
21523,Sales & Marketing,region_4,Bachelor's,m,other,1,31,3.0,2,0,48,0,0,medium,1,0.05405405405405406
32437,Operations,region_2,Bachelor's,m,sourcing,2,45,3.0,5,1,61,0,1,high,1,0.13513513513513514
65689,Sales & Marketing,region_2,Bachelor's,m,other,1,57,5.0,6,0,45,0,0,medium,1,0.16216216216216217
73819,Operations,region_15,Master's & above,m,other,2,39,2.0,8,0,59,0,0,medium,2,0.21621621621621623
74019,Procurement,region_2,Master's & above,m,sourcing,1,42,1.0,4,0,70,0,0,high,2,0.10810810810810811
76698,Operations,region_7,Bachelor's,f,other,1,45,3.0,4,1,65,1,1,high,1,0.10810810810810811
70387,Operations,region_30,Master's & above,m,sourcing,1,41,3.0,3,0,61,0,0,high,2,0.08108108108108109
56162,Technology,region_27,Master's & above,f,sourcing,1,41,1.0,11,0,74,0,0,high,2,0.2972972972972973
26260,Sales & Marketing,region_24,Master's & above,m,sourcing,1,34,1.0,7,0,50,0,0,medium,2,0.1891891891891892
53188,Sales & Marketing,region_31,Bachelor's,m,sourcing,1,47,5.0,18,0,52,0,0,medium,1,0.4864864864864865
34074,Sales & Marketing,region_25,Master's & above,m,sourcing,1,33,5.0,7,0,51,0,0,medium,2,0.1891891891891892
38934,Operations,region_22,Master's & above,f,sourcing,1,48,3.0,15,0,69,1,0,high,2,0.40540540540540543
